idx,process,brewing method,roast,grind,origin,price_per_kg,arabica (%),Pure arabica,roast_brew,Washed,Natural,Fermented/macerated (traditional),Fermented/macerated (closed tank),process_general,region of origin
161,Washed,drip (alternative brewing methods),light,beans,Etiopia,38,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
162,Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,78.4,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
163,Rum Aged,drip (alternative brewing methods),light,beans,Kolumbia,69.3,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Latam
164,Macerated Natural,drip (alternative brewing methods),light,beans,Honduras,52.8,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,TRUE,FALSE,Fermented,Latam
165,Macerated Natural,drip (alternative brewing methods),light,beans,Honduras,52.8,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,TRUE,FALSE,Fermented,Latam
166,Anaerobic,drip (alternative brewing methods),light,beans,Salwador,88,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
167,Washed,drip (alternative brewing methods),light,beans,Boliwia,58.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
168,Natural,drip (alternative brewing methods),light,beans,Panama,75,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
169,Washed,drip (alternative brewing methods),light,beans,Kolumbia,89,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
170,Washed,drip (alternative brewing methods),light,beans,Kolumbia,82,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
171,CRYO,drip (alternative brewing methods),light,beans,Brazylia,73,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,CRYO,Latam
172,Natural,drip (alternative brewing methods),light,beans,Burundi,48,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
173,Washed,drip (alternative brewing methods),light,beans,Kolumbia,46.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
174,Yeast Process,drip (alternative brewing methods),light,beans,Salwador,52,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
175,Natural,drip (alternative brewing methods),light,beans,Rwanda,48,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
176,Pulped natural,drip (alternative brewing methods),medium,beans,Brazylia,26.4,100,TRUE,medium_drip (alternative brewing methods),TRUE,TRUE,FALSE,FALSE,Hybrid,Latam
177,Washed,drip (alternative brewing methods),light,beans,Kostaryka,47.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
178,Natural,drip (alternative brewing methods),light,beans,Etiopia,39.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
179,Washed,drip (alternative brewing methods),light,beans,Peru,40,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
180,Washed,drip (alternative brewing methods),light,beans,Etiopia,47.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
181,Washed,drip (alternative brewing methods),light,beans,Etiopia,33.04,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
182,Natural,drip (alternative brewing methods),light,beans,Indonezja,54.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Asia
183,Washed,drip (alternative brewing methods),light,beans,Etiopia,47.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
184,Anaerobic,drip (alternative brewing methods),light,beans,Honduras,46.4,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
185,Washed and natural,drip (alternative brewing methods),light,beans,Kolumbia,48,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,FALSE,FALSE,Hybrid,Latam
186,Natural,drip (alternative brewing methods),light,beans,Rwanda,46.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
187,Washed,drip (alternative brewing methods),light,beans,Etiopia,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
188,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
189,Washed,drip (alternative brewing methods),light,beans,Honduras,32.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
190,Washed,drip (alternative brewing methods),light,beans,Kenia,39.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
191,Honey,drip (alternative brewing methods),light,beans,Kostaryka,36,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
192,Natural,drip (alternative brewing methods),light,beans,Nikaragua,36,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
193,Washed,drip (alternative brewing methods),light,beans,Kolumbia,54.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
194,Washed,drip (alternative brewing methods),light,beans,Etiopia,33.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
195,Washed,drip (alternative brewing methods),light,beans,Gwatemala,44,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
196,Natural,drip (alternative brewing methods),light,beans,Brazylia,26.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
197,"Washed, Barrel Aged",drip (alternative brewing methods),light,beans,Kolumbia,51.2,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Latam
198,Washed,drip (alternative brewing methods),medium,beans,Salwador,33.6,100,TRUE,medium_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
199,Natural,drip (alternative brewing methods),medium,beans,Sumatra,31.6,100,TRUE,medium_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Asia
200,Washed,drip (alternative brewing methods),light,beans,Gwatemala,33.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
201,Washed,drip (alternative brewing methods),light,beans,Kenia,39,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
202,Washed,drip (alternative brewing methods),light,beans,Rwanda,40,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
203,Natural,drip (alternative brewing methods),light,beans,Rwanda,47.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
204,Semi-Carbonic Maceration,drip (alternative brewing methods),light,ground,Etiopia,120,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Africa
205,Semi-Carbonic Maceration,drip (alternative brewing methods),light,ground,Etiopia,102.86,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Africa
206,Semi-Carbonic Maceration,drip (alternative brewing methods),light,ground,Etiopia,120,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Africa
207,Semi-Carbonic Maceration,drip (alternative brewing methods),light,ground,Etiopia,102.86,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Africa
208,Semi-washed,drip (alternative brewing methods),light,ground,Kolumbia,120,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,TRUE,FALSE,Semi-washed,Latam
209,Semi-washed,drip (alternative brewing methods),light,ground,Kolumbia,102.86,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,TRUE,FALSE,Semi-washed,Latam
210,Semi-washed,drip (alternative brewing methods),light,ground,Kolumbia,82.29,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,TRUE,FALSE,Semi-washed,Latam
211,Natural,drip (alternative brewing methods),light,beans,Brazylia,52.38,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
212,Washed,drip (alternative brewing methods),light,beans,Burundi,52,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
213,Washed,drip (alternative brewing methods),light,beans,Gwatemala,49.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
214,Honey,drip (alternative brewing methods),light,beans,Nikaragua,52.8,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
215,Natural,drip (alternative brewing methods),light,ground,Etiopia,130.91,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
216,Washed,drip (alternative brewing methods),light,beans,Kenia,60,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
217,Natural,drip (alternative brewing methods),light,beans,Nikaragua,60,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
218,Natural,drip (alternative brewing methods),light,beans,Panama,115.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
219,Natural,drip (alternative brewing methods),light,beans,Etiopia,87.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
220,Natural,drip (alternative brewing methods),light,beans,Etiopia,144,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
221,Semi-Carbonic Maceration,drip (alternative brewing methods),light,beans,Brazylia,46.4,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Latam
222,Natural,drip (alternative brewing methods),light,beans,Brazylia,37.6,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
223,Washed,drip (alternative brewing methods),light,beans,Etiopia,46.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
224,Monsooning,drip (alternative brewing methods),medium,beans,Indie,36.8,100,TRUE,medium_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Monsooning,Asia
225,Washed,drip (alternative brewing methods),light,beans,Peru,43.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
226,Washed,drip (alternative brewing methods),light,beans,Rwanda,42.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
227,Monsooning,drip (alternative brewing methods),light,beans,Brazylia,57.5,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Monsooning,Latam
228,Washed,drip (alternative brewing methods),light,beans,Kenia,60,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
229,Washed,drip (alternative brewing methods),light,beans,Honduras,52.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
230,Washed,drip (alternative brewing methods),light,beans,Kenia,55.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
231,Washed,drip (alternative brewing methods),light,beans,Kenia,63.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
232,Washed,drip (alternative brewing methods),light,beans,Peru,40.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
233,Washed,drip (alternative brewing methods),light,beans,Kenia,50.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
234,Natural,drip (alternative brewing methods),light,beans,Kolumbia,50.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
235,Washed,drip (alternative brewing methods),light,beans,"Rwanda, inne",27,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Mixed
236,Washed,drip (alternative brewing methods),light,beans,Kenia,46.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
237,Washed,drip (alternative brewing methods),light,beans,Rwanda,43.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
238,Washed,drip (alternative brewing methods),light,beans,Kolumbia,34.72,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
239,Washed,drip (alternative brewing methods),light,beans,Kolumbia,34.72,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
240,Honey,drip (alternative brewing methods),light,beans,Indie,35.84,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Asia
241,Washed,drip (alternative brewing methods),light,beans,Rwanda,31.36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
242,Washed,drip (alternative brewing methods),light,beans,Gwatemala,44,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
243,Natural,drip (alternative brewing methods),light,beans,Nikaragua,43.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
244,Washed,drip (alternative brewing methods),light,beans,Rwanda,48,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
245,Washed,drip (alternative brewing methods),light,beans,Gwatemala,33,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
246,Washed,drip (alternative brewing methods),light,beans,Kolumbia,51.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
247,Natural,drip (alternative brewing methods),light,beans,Nikaragua,34.56,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
248,Semi-washed,drip (alternative brewing methods),light,ground,Honduras,57.27,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,TRUE,FALSE,Semi-washed,Latam
249,Natural,drip (alternative brewing methods),light,beans,Rwanda,52.8,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
250,Washed,drip (alternative brewing methods),light,beans,Rwanda,45.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
251,Anaerobic,drip (alternative brewing methods),light,beans,Brazylia,48,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
252,Washed,drip (alternative brewing methods),light,beans,Honduras,38.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
253,Washed,drip (alternative brewing methods),light,beans,Kenia,40,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
254,Washed,drip (alternative brewing methods),light,beans,Kenia,41.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
255,Washed,drip (alternative brewing methods),light,beans,Kenia,45.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
256,Washed,drip (alternative brewing methods),light,beans,Kenia,40,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
257,Washed,drip (alternative brewing methods),light,beans,Peru,35.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
258,Natural,drip (alternative brewing methods),light,beans,Kolumbia,33.28,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
259,Washed,drip (alternative brewing methods),light,beans,"Papua Nowa Gwinea, Rwanda",28.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
260,Natural,drip (alternative brewing methods),light,beans,Kolumbia,45,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
261,Washed,drip (alternative brewing methods),light,beans,Kolumbia,42,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
262,Honey,drip (alternative brewing methods),light,beans,Salwador,45,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
263,Washed,drip (alternative brewing methods),light,beans,Rwanda,43,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
264,Natural,drip (alternative brewing methods),light,beans,Indonezja,31.5,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Asia
265,Natural,drip (alternative brewing methods),light,beans,Brazylia,39.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
266,Natural,drip (alternative brewing methods),light,beans,Chiny,47.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Asia
267,Washed,drip (alternative brewing methods),light,beans,Etiopia,49.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
268,Honey,drip (alternative brewing methods),light,beans,Burundi,39.2,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Africa
269,Washed,drip (alternative brewing methods),light,beans,Etiopia,40.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
270,Washed,drip (alternative brewing methods),light,beans,Kenia,41.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
271,Anaerobic,drip (alternative brewing methods),light,beans,Rwanda,40.8,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Africa
272,Natural,drip (alternative brewing methods),light,beans,Etiopia,40,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
273,Washed,drip (alternative brewing methods),light,beans,Indie,27.2,0,FALSE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Asia
274,Washed,drip (alternative brewing methods),light,beans,Kostaryka,27.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
275,Natural,drip (alternative brewing methods),light,beans,Meksyk,27.6,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
276,Washed,drip (alternative brewing methods),light,beans,Nikaragua,36.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
277,Natural,drip (alternative brewing methods),light,beans,Brazylia,28.8,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
278,Washed,drip (alternative brewing methods),light,beans,Etiopia,28,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
279,Washed,drip (alternative brewing methods),light,beans,Gwatemala,28,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
280,Natural,drip (alternative brewing methods),light,beans,Etiopia,47.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
281,Washed,drip (alternative brewing methods),light,beans,Kenia,46.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
282,Natural,drip (alternative brewing methods),light,beans,Peru,47.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
283,Washed,drip (alternative brewing methods),light,beans,Peru,45.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
284,Washed,drip (alternative brewing methods),light,beans,Rwanda,45.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
285,Natural,drip (alternative brewing methods),light,beans,Peru,35.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
286,Washed,drip (alternative brewing methods),light,beans,Peru,34.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
287,Washed,drip (alternative brewing methods),light,beans,Rwanda,34.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
288,Natural,drip (alternative brewing methods),light,beans,Salwador,32,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
289,Honey,drip (alternative brewing methods),light,beans,Salwador,31.2,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
290,Honey,drip (alternative brewing methods),light,beans,Salwador,34.4,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
291,Natural,drip (alternative brewing methods),light,beans,Etiopia,31.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
292,Washed,drip (alternative brewing methods),light,beans,Gwatemala,49.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
293,Washed,drip (alternative brewing methods),light,beans,Meksyk,25.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
294,Natural,drip (alternative brewing methods),light,beans,Mjanma,33.6,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Asia
295,Natural,drip (alternative brewing methods),light,beans,Kostaryka,26.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
296,Honey,drip (alternative brewing methods),light,beans,Salwador,25.8,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
297,Natural,drip (alternative brewing methods),light,beans,Gwatemala,23.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
298,Honey,drip (alternative brewing methods),light,beans,Honduras,25.2,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
299,Natural,drip (alternative brewing methods),light,beans,Rwanda,39.33,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
300,Natural,drip (alternative brewing methods),light,beans,Kolumbia,60,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
301,Natural,drip (alternative brewing methods),light,beans,Kolumbia,39,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
302,Natural,drip (alternative brewing methods),light,beans,Kostaryka,36,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
303,Washed,drip (alternative brewing methods),light,beans,Rwanda,33,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
304,Natural,drip (alternative brewing methods),light,beans,Etiopia,56,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
305,Washed,drip (alternative brewing methods),light,beans,Kenia,65.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
306,Natural,drip (alternative brewing methods),light,beans,Salwador,53.6,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
307,Natural,drip (alternative brewing methods),light,beans,Etiopia,46.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
308,Washed,drip (alternative brewing methods),light,beans,Kolumbia,37.12,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
309,Natural,drip (alternative brewing methods),light,beans,Salwador,37.52,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
310,Honey,drip (alternative brewing methods),light,beans,Brazylia,33.6,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
311,Washed,drip (alternative brewing methods),light,beans,Demokratyczna Republika Konga,37.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
312,Honey,drip (alternative brewing methods),light,beans,Etiopia,37.6,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Africa
313,Natural,drip (alternative brewing methods),light,beans,Etiopia,40.8,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
314,Semi-washed,drip (alternative brewing methods),light,beans,Kolumbia,40,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,TRUE,FALSE,Semi-washed,Latam
315,Natural,drip (alternative brewing methods),light,beans,Papua Nowa Gwinea,36,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
316,Washed,drip (alternative brewing methods),light,beans,Tanzania,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
317,Natural,drip (alternative brewing methods),light,beans,Honduras,26.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
318,Pulped natural,drip (alternative brewing methods),light,beans,Brazylia,31.2,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,FALSE,FALSE,Hybrid,Latam
319,Aerobic Fermentation in Piles,drip (alternative brewing methods),light,beans,Brazylia,44,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,TRUE,FALSE,Fermented,Latam
320,Experimental Anaerobic,drip (alternative brewing methods),light,beans,Gwatemala,52,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
321,Honey,drip (alternative brewing methods),light,beans,Honduras,42.4,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
322,Washed,drip (alternative brewing methods),light,beans,Peru,23.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
323,Washed,drip (alternative brewing methods),light,beans,Boliwia,37.96,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
324,Natural,drip (alternative brewing methods),light,beans,Boliwia,54.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
325,Washed,drip (alternative brewing methods),light,beans,Honduras,38.08,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
326,Natural,drip (alternative brewing methods),light,beans,Kolumbia,35.84,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
327,Washed,drip (alternative brewing methods),light,beans,Peru,33.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
329,Washed,drip (alternative brewing methods),light,beans,Kenia,48,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
