idx,process,brewing method,roast,grind,origin,price_per_kg,arabica (%),Pure arabica,roast_brew,Washed,Natural,Fermented/macerated (traditional),Fermented/macerated (closed tank),process_general,region of origin
330,Washed,drip (alternative brewing methods),light,beans,Kolumbia,33.6,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
331,Washed,drip (alternative brewing methods),light,beans,Gwatemala,34.56,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
332,Washed,drip (alternative brewing methods),light,beans,Gwatemala,48,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
333,Monsooning,drip (alternative brewing methods),light,beans,Laos,60,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Monsooning,Asia
334,Honey,drip (alternative brewing methods),light,beans,Kostaryka,59.25,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
335,Washed,drip (alternative brewing methods),light,beans,Peru,27,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
336,Anaerobic natural,drip (alternative brewing methods),light,beans,Salwador,40.28,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,TRUE,Fermented,Latam
337,Natural,drip (alternative brewing methods),light,beans,Meksyk,68,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
338,Natural,drip (alternative brewing methods),medium,beans,"Brazylia, Etiopia",24.8,100,TRUE,medium_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Mixed
339,Honey,drip (alternative brewing methods),light,beans,Brazylia,45.6,100,TRUE,light_drip (alternative brewing methods),TRUE,TRUE,TRUE,FALSE,Honey,Latam
340,Anaerobic,drip (alternative brewing methods),light,beans,Burundi,51.2,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Africa
341,Washed,drip (alternative brewing methods),light,beans,Salwador,54.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
342,Washed,drip (alternative brewing methods),light,beans,Kostaryka,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
343,Natural,drip (alternative brewing methods),light,beans,Etiopia,55.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
344,Washed,drip (alternative brewing methods),light,beans,Gwatemala,38,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
345,Closed Tank Fermentation,drip (alternative brewing methods),light,beans,Indonezja,62,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,TRUE,Fermented,Asia
346,Carbonic Maceration,drip (alternative brewing methods),light,beans,Gwatemala,128,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
347,Carbonic Maceration,drip (alternative brewing methods),light,beans,Gwatemala,128,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
348,Washed,drip (alternative brewing methods),light,beans,Kolumbia,64,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
349,Washed,drip (alternative brewing methods),light,beans,Kolumbia,80,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
350,Natural,drip (alternative brewing methods),light,beans,Salwador,60,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
351,Natural,drip (alternative brewing methods),light,beans,Panama,80,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
352,Natural,drip (alternative brewing methods),light,beans,Kostaryka,65.6,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
353,Rum Aged,drip (alternative brewing methods),light,beans,Kolumbia,99,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,FALSE,Fermented,Latam
354,Washed Double Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,90,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,TRUE,Fermented,Latam
355,Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,112,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
356,Anaerobic,drip (alternative brewing methods),light,beans,Salwador,49.6,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
357,Anaerobic,drip (alternative brewing methods),light,beans,Salwador,37.2,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
358,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
359,Washed,drip (alternative brewing methods),light,beans,Rwanda,36.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
360,Washed,drip (alternative brewing methods),light,beans,Tanzania,31.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
361,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
362,Washed,drip (alternative brewing methods),light,beans,Rwanda,40.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
363,Washed,drip (alternative brewing methods),light,beans,Gwatemala,25.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
364,Washed,drip (alternative brewing methods),light,beans,Rwanda,28.56,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
365,Washed,drip (alternative brewing methods),light,beans,Burundi,51.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
366,Washed,drip (alternative brewing methods),light,beans,Kenia,52.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
367,Natural,drip (alternative brewing methods),light,beans,Boliwia,55.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
368,Washed,drip (alternative brewing methods),light,beans,Etiopia,52.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
369,Washed,drip (alternative brewing methods),light,beans,Gwatemala,50.4,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
370,Washed,drip (alternative brewing methods),light,beans,Kolumbia,52.8,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
371,Washed,drip (alternative brewing methods),light,beans,Salwador,55.2,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
372,Washed,drip (alternative brewing methods),light,beans,Etiopia,60,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
373,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
374,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Latam
375,Washed,drip (alternative brewing methods),light,beans,Kenia,36,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
376,Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,48,100,TRUE,light_drip (alternative brewing methods),FALSE,FALSE,FALSE,TRUE,Fermented,Latam
377,Natural,drip (alternative brewing methods),light,beans,Etiopia,38.4,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Africa
378,Washed,drip (alternative brewing methods),light,beans,Kenia,40,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
379,Natural,drip (alternative brewing methods),light,beans,Kostaryka,36,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
380,Washed,drip (alternative brewing methods),light,beans,Etiopia,31.5,100,TRUE,light_drip (alternative brewing methods),TRUE,FALSE,FALSE,FALSE,Washed,Africa
382,Natural,drip (alternative brewing methods),light,beans,Brazylia,35.2,100,TRUE,light_drip (alternative brewing methods),FALSE,TRUE,FALSE,FALSE,Natural,Latam
383,Natural,"drip, espresso",dark,beans,Panama,29.6,100,TRUE,"dark_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
384,Rum Aged,"drip, espresso",medium,beans,Demokratyczna Republika Konga,31.6,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Africa
385,Natural,"drip, espresso",medium,ground,"Etiopia, Kolumbia",22,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Mixed
386,Natural,"drip, espresso",medium,beans,Etiopia,45.6,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Africa
387,Natural,"drip, espresso",medium,ground,"Etiopia, Kolumbia",28.8,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Mixed
388,Natural,"drip, espresso",medium,ground,"Etiopia, Kolumbia",19.2,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Mixed
389,Rum Aged,"drip, espresso",medium,beans,Demokratyczna Republika Konga,19.2,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Africa
390,Rum Aged,"drip, espresso",medium,beans,Demokratyczna Republika Konga,22,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Africa
391,Washed,"drip, espresso",medium,beans,Honduras,36,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
392,Natural,"drip, espresso",light,beans,Brazylia,44.8,100,TRUE,"light_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
393,Natural,"drip, espresso",medium,beans,Brazylia,44.8,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
394,Natural,"drip, espresso",medium,beans,Brazylia,38.4,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
395,Washed,"drip, espresso",medium,beans,Kolumbia,47.2,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
396,Washed,"drip, espresso",light,beans,Malawi,54.4,100,TRUE,"light_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
397,Washed,"drip, espresso",light,beans,Rwanda,48,100,TRUE,"light_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
398,Natural,"drip, espresso",medium,beans,Brazylia,49.6,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
399,Washed,"drip, espresso",medium,beans,Gwatemala,39.2,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
400,Natural,"drip, espresso",medium,beans,Brazylia,22.4,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
401,Washed,"drip, espresso",medium,beans,Gwatemala,25.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
402,Semi-washed,"drip, espresso",medium,beans,Indonezja,28,100,TRUE,"medium_drip, espresso",TRUE,FALSE,TRUE,FALSE,Semi-washed,Asia
403,Semi-Carbonic Maceration,"drip, espresso",medium,beans,Meksyk,33.6,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Latam
404,Washed,"drip, espresso",medium,beans,Kolumbia,40.8,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
405,Natural,"drip, espresso",medium,beans,Kolumbia,45.6,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
406,Washed,"drip, espresso",medium,beans,Etiopia,47.2,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
407,Natural,"drip, espresso",medium,beans,Rwanda,51.2,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Africa
408,Semi-Carbonic Maceration,"drip, espresso",medium,beans,Gwatemala,52.8,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Latam
409,Natural,"drip, espresso",medium,beans,Brazylia,52,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
410,Washed,"drip, espresso",light,beans,Burundi,66.4,100,TRUE,"light_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
411,Washed,"drip, espresso",light,beans,Kolumbia,61.6,100,TRUE,"light_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
412,Natural,"drip, espresso",light,beans,Brazylia,145.33,100,TRUE,"light_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
413,Semi-Washed Kombucha Experiment,"drip, espresso",medium,beans,Salwador,68,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,TRUE,Fermented,Latam
414,Pulped natural,"drip, espresso",medium,beans,Brazylia,37.6,100,TRUE,"medium_drip, espresso",TRUE,TRUE,FALSE,FALSE,Hybrid,Latam
415,Washed,"drip, espresso",medium,beans,Kenia,50.4,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
416,Natural,"drip, espresso",medium,beans,Rwanda,51.2,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Africa
417,Anaerobic,"drip, espresso",medium,beans,Kolumbia,104.3,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,TRUE,Fermented,Latam
418,Natural,"drip, espresso",dark,beans,Panama,29.96,100,TRUE,"dark_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
419,Rum Aged,"drip, espresso",medium,beans,Demokratyczna Republika Konga,29.6,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Africa
420,Rum Aged,"drip, espresso",medium,beans,Demokratyczna Republika Konga,17.8,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,FALSE,Fermented,Africa
421,Washed,"drip, espresso",medium,beans,Honduras,47.2,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
422,Washed,"drip, espresso",medium,beans,Honduras,28.8,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
423,Washed,"drip, espresso",medium,beans,Etiopia,48,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
424,Washed,"drip, espresso",medium,beans,Kolumbia,45.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
425,Natural,"drip, espresso",medium,beans,Kostaryka,59.2,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
426,Honey,"drip, espresso",medium,beans,Kostaryka,59.2,100,TRUE,"medium_drip, espresso",TRUE,TRUE,TRUE,FALSE,Honey,Latam
427,Natural,"drip, espresso",light,beans,Etiopia,64.5,100,TRUE,"light_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Africa
428,Semi-Washed Kombucha Experiment,"drip, espresso",medium,beans,"Etiopia, Gwatemala",35.2,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
429,Honey,"drip, espresso",medium,beans,Gwatemala,43.2,100,TRUE,"medium_drip, espresso",TRUE,TRUE,TRUE,FALSE,Honey,Latam
430,Natural,"drip, espresso",medium,beans,Brazylia,25.6,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
431,Washed,"drip, espresso",medium,beans,Kolumbia,21.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
432,Washed,"drip, espresso",medium,beans,Gwatemala,19.2,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
433,Washed,"drip, espresso",light,beans,Kenia,48,100,TRUE,"light_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
434,Anaerobic natural,"drip, espresso",medium,beans,Brazylia,41.6,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,TRUE,Fermented,Latam
435,Washed,"drip, espresso",medium,beans,Kolumbia,49.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
436,Natural,"drip, espresso",medium,beans,Kolumbia,46.4,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
437,Washed,"drip, espresso",medium,beans,Nikaragua,42.12,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Latam
438,Washed,"drip, espresso",medium,beans,Burundi,53.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
439,Natural,"drip, espresso",medium,beans,Brazylia,39.2,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
440,Honey,"drip, espresso",medium,beans,Gwatemala,49.6,100,TRUE,"medium_drip, espresso",TRUE,TRUE,TRUE,FALSE,Honey,Latam
441,Natural,"drip, espresso",medium,beans,Gwatemala,58.4,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
442,Washed,"drip, espresso",medium,beans,Kenia,56,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
443,Washed,"drip, espresso",medium,beans,Rwanda,49.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
444,Honey,"drip, espresso",medium,beans,Indonezja,45.6,100,TRUE,"medium_drip, espresso",TRUE,TRUE,TRUE,FALSE,Honey,Asia
445,Washed,"drip, espresso",medium,beans,Etiopia,65.6,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
446,Natural,"drip, espresso",medium,beans,Etiopia,78.4,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Africa
447,Anaerobic,"drip, espresso",medium,beans,Kolumbia,149,100,TRUE,"medium_drip, espresso",FALSE,FALSE,FALSE,TRUE,Fermented,Latam
448,Washed and natural,"drip, espresso",medium,beans,Kolumbia,64,100,TRUE,"medium_drip, espresso",TRUE,TRUE,FALSE,FALSE,Hybrid,Latam
449,Honey,"drip, espresso",medium,beans,Salwador,46.4,100,TRUE,"medium_drip, espresso",TRUE,TRUE,TRUE,FALSE,Honey,Latam
450,Natural,"drip, espresso",medium,beans,Salwador,59,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Latam
451,Washed,"drip, espresso",medium,beans,Etiopia,36.8,100,TRUE,"medium_drip, espresso",TRUE,FALSE,FALSE,FALSE,Washed,Africa
452,Honey,"drip, espresso",medium,beans,Salwador,34.8,100,TRUE,"medium_drip, espresso",TRUE,TRUE,TRUE,FALSE,Honey,Latam
453,Fermentacja kontrolowana,"drip, espresso",medium,beans,Brazylia,40,100,TRUE,"medium_drip, espresso",FALSE,FALSE,TRUE,FALSE,Fermented,Latam
454,Natural,"drip, espresso",medium,beans,Rwanda,33.6,100,TRUE,"medium_drip, espresso",FALSE,TRUE,FALSE,FALSE,Natural,Africa
455,Natural,espresso,medium,beans,Uganda,27.8,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Africa
456,Natural,espresso,medium,beans,Uganda,34.4,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Africa
457,Pulped natural,espresso,medium,beans,"Brazylia, Indie",31.6,100,TRUE,medium_espresso,TRUE,TRUE,FALSE,FALSE,Hybrid,Mixed
458,Rum Aged,espresso,medium,beans,Italy,19.8,85,FALSE,medium_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Europe
459,Rum Aged,espresso,medium,beans,Italy,25.6,85,FALSE,medium_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Europe
460,Pulped natural,espresso,medium,beans,"Brazylia, Indie",26,100,TRUE,medium_espresso,TRUE,TRUE,FALSE,FALSE,Hybrid,Mixed
461,Natural,espresso,medium,beans,Kenia,15.8,50,FALSE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Africa
462,Semi-Washed Kombucha Experiment,espresso,medium,beans,Italy,19.8,75,FALSE,medium_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Europe
463,Semi-Washed Kombucha Experiment,espresso,medium,beans,Italy,25.52,75,FALSE,medium_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Europe
464,Pulped natural,espresso,medium,beans,"Brazylia, Indie",25,100,TRUE,medium_espresso,TRUE,TRUE,FALSE,FALSE,Hybrid,Mixed
465,Pulped natural,espresso,medium,beans,"Brazylia, Indie",28.8,100,TRUE,medium_espresso,TRUE,TRUE,FALSE,FALSE,Hybrid,Mixed
466,Washed,espresso,medium,beans,Peru,30,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
467,Semi-Carbonic Maceration,espresso,medium,ground,"Brazylia, Kolumbia",28,100,TRUE,medium_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Latam
468,Pulped natural,espresso,medium,beans,"Brazylia, Indie",21.8,100,TRUE,medium_espresso,TRUE,TRUE,FALSE,FALSE,Hybrid,Mixed
469,Washed,espresso,medium,beans,Italy,23.2,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Europe
470,Natural,espresso,medium,beans,Brazylia,24,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
471,Washed,espresso,medium,beans,Demokratyczna Republika Konga,24,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Africa
472,Washed,espresso,medium,beans,Demokratyczna Republika Konga,24.8,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Africa
473,Washed,espresso,medium,beans,Peru,31.6,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
474,Washed,espresso,medium,beans,Peru,40,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
475,Natural,espresso,medium,beans,Brazylia,20.8,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
476,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",18.4,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
477,Pulped natural,espresso,medium,beans,"Etiopia, Brazylia",19.68,50,FALSE,medium_espresso,TRUE,TRUE,FALSE,FALSE,Hybrid,Mixed
478,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.12,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
479,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.92,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
480,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",17.8,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
481,Natural,espresso,medium,beans,Kenia,27.6,60,FALSE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Africa
482,Washed,espresso,medium,beans,"Brazylia, Burundi, Peru",32,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
483,Natural,espresso,dark,beans,"Etiopia, Brazylia",12.98,80,FALSE,dark_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Mixed
484,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",15.98,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
485,Natural,espresso,medium,beans,Brazylia,21.8,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
486,Natural,espresso,medium,beans,Brazylia,22.4,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
487,Natural,espresso,medium,beans,Brazylia,25.8,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
488,Natural,espresso,medium,beans,Brazylia,28,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
489,Natural,espresso,medium,beans,"Etiopia, Brazylia",29.6,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Mixed
490,Semi-washed,espresso,dark,beans,Italy,19.98,100,TRUE,dark_espresso,TRUE,FALSE,TRUE,FALSE,Semi-washed,Europe
491,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",17.98,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
492,Washed,espresso,medium,beans,"Salwador, Nikaragua",37.6,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
493,Natural,espresso,dark,beans,Panama,18.4,60,FALSE,dark_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
494,Natural,espresso,medium,beans,Brazylia,25.6,100,TRUE,medium_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
495,Washed,espresso,medium,beans,Gwatemala,26,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
496,Washed,espresso,medium,beans,Gwatemala,28,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
497,Washed,espresso,medium,beans,Gwatemala,20.8,100,TRUE,medium_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Latam
498,Semi-Washed Kombucha Experiment,espresso,dark,ground,Brazylia,15.96,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Latam
499,Rum Aged,espresso,dark,ground,"Brazylia, Indie",28,80,FALSE,dark_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Mixed
500,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.8,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
501,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",13.8,75,FALSE,dark_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Latam
502,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",11.8,75,FALSE,dark_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Latam
503,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",14,75,FALSE,dark_espresso,FALSE,FALSE,FALSE,FALSE,Fermented,Latam
504,Natural,espresso,dark,beans,Panama,22,90,FALSE,dark_espresso,FALSE,TRUE,FALSE,FALSE,Natural,Latam
505,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.2,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,FALSE,Washed,Mixed
506,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",25,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
507,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",22.8,100,TRUE,dark_espresso,TRUE,FALSE,FALSE,TRUE,Fermented,Mixed
