idx,process,brewing method,roast,grind,origin,price_per_kg,arabica (%),Pure arabica,roast_brew
571,Pulped natural,espresso,dark,ground,Brazil and others,12.72,80,False,dark_espresso
572,Natural,espresso,dark,beans,Indie,12.98,80,False,dark_espresso
573,Natural,espresso,dark,beans,Indie,13.52,80,False,dark_espresso
574,Natural,espresso,dark,beans,Panama,7.8,50,False,dark_espresso
575,Red Honey,espresso,dark,beans,Honduras,13.98,100,True,dark_espresso
576,Natural,espresso,dark,beans,Laos,13.98,70,False,dark_espresso
577,Natural,espresso,dark,beans,Panama,15.4,90,False,dark_espresso
578,Natural,espresso,medium,beans,Etiopia,31.8,100,True,medium_espresso
579,Natural,espresso,medium,beans,Etiopia,39.2,100,True,medium_espresso
580,Pulped natural,espresso,medium,beans,Chiny,13.8,100,True,medium_espresso
581,Pulped natural,espresso,medium,beans,Indonezja,12.38,100,True,medium_espresso
582,Pulped natural,espresso,medium,beans,Chiny,12.38,100,True,medium_espresso
583,Pulped natural,espresso,medium,beans,Indonezja,12.38,100,True,medium_espresso
584,Pulped natural,espresso,medium,beans,Indonezja,12.38,100,True,medium_espresso
585,Pulped natural,espresso,medium,beans,Chiny,12.98,100,True,medium_espresso
586,Pulped natural,espresso,medium,beans,Chiny,12.76,100,True,medium_espresso
587,Natural,espresso,dark,beans,Panama,9.58,50,False,dark_espresso
588,Natural,espresso,dark,beans,Panama,10.4,40,False,dark_espresso
589,Washed,espresso,dark,ground,Gwatemala,11.12,0,False,dark_espresso
590,Natural,espresso,dark,beans,Panama,10.98,60,False,dark_espresso
591,Red Honey,espresso,dark,beans,Honduras,10.98,100,True,dark_espresso
592,Washed,espresso,dark,ground,Gwatemala,15.92,100,True,dark_espresso
593,Washed,espresso,dark,ground,Gwatemala,15.92,100,True,dark_espresso
594,Red Honey,espresso,dark,beans,Honduras,13.58,100,True,dark_espresso
595,Red Honey,espresso,dark,ground,Indonezja,11.92,40,False,dark_espresso
596,Natural,espresso,dark,beans,Panama,11.92,40,False,dark_espresso
597,Natural,espresso,dark,beans,Panama,11.96,40,False,dark_espresso
598,Natural,espresso,dark,beans,Panama,9.98,40,False,dark_espresso
599,Natural,espresso,dark,beans,Panama,12.98,90,False,dark_espresso
600,Red Honey,espresso,dark,beans,Brazil and others,19.98,78,False,dark_espresso
601,Natural,espresso,dark,beans,Panama,18.4,85,False,dark_espresso
602,Natural,espresso,dark,beans,Panama,23.92,85,False,dark_espresso
603,Washed,espresso,dark,beans,Peru,23.92,100,True,dark_espresso
604,Natural,espresso,dark,beans,Salwador,35.8,100,True,dark_espresso
605,Natural,espresso,dark,beans,Salwador,41.6,100,True,dark_espresso
606,Washed,espresso,dark,beans,Etiopia,28.72,100,True,dark_espresso
607,Washed,espresso,dark,ground,Etiopia,28.72,100,True,dark_espresso
608,Washed,espresso,dark,beans,Etiopia,26.36,100,True,dark_espresso
609,Washed,espresso,dark,beans,Mixed origin,23.98,100,True,dark_espresso
610,Washed,espresso,dark,beans,Mixed origin,26.36,100,True,dark_espresso
611,Washed,espresso,dark,beans,Mixed origin,19.98,75,False,dark_espresso
612,Red Honey,espresso,dark,beans,Brazylia,20.2,100,True,dark_espresso
613,Natural,espresso,dark,beans,Salwador,37.36,100,True,dark_espresso
614,Washed,espresso,dark,ground,Gwatemala,23.92,100,True,dark_espresso
615,Red Honey,espresso,dark,beans,Honduras,23.92,100,True,dark_espresso
616,Pulped natural,espresso,dark,ground,Brazil and others,23.92,80,False,dark_espresso
617,Natural,espresso,dark,beans,Indie,23.92,80,False,dark_espresso
618,Natural,espresso,dark,beans,Panama,13.98,60,False,dark_espresso
619,Natural,espresso,dark,beans,Panama,21.8,90,False,dark_espresso
620,Natural,espresso,dark,beans,Panama,11.0,60,False,dark_espresso
621,Natural,espresso,dark,beans,Panama,16.4,55,False,dark_espresso
622,Washed,espresso,dark,ground,Gwatemala,24.8,100,True,dark_espresso
623,Natural,espresso,dark,beans,Panama,19.8,60,False,dark_espresso
624,Natural,espresso,medium,beans,Kostaryka,13.98,70,False,medium_espresso
625,Natural,espresso,medium,beans,Kostaryka,11.58,80,False,medium_espresso
626,Natural,espresso,medium,beans,Kostaryka,12.8,80,False,medium_espresso
627,Pulped natural,espresso,medium,ground,Honduras,15.12,70,False,medium_espresso
628,Pulped natural,espresso,medium,ground,Honduras,11.36,60,False,medium_espresso
629,Red Honey,espresso,medium,ground,Burundi,23.92,100,True,medium_espresso
630,Washed,espresso,dark,ground,Gwatemala,19.92,100,True,dark_espresso
631,Pulped natural,espresso,medium,beans,Brazil and others,27.2,100,True,medium_espresso
632,Red Honey,espresso,dark,beans,Honduras,39.2,100,True,dark_espresso
633,Natural,espresso,medium,beans,Rwanda,22.9,100,True,medium_espresso
634,Red Honey,espresso,dark,beans,Honduras,135.2,100,True,dark_espresso
635,Natural,espresso,dark,beans,Panama,59.88,40,False,dark_espresso
636,Natural,espresso,dark,beans,Panama,71.88,60,False,dark_espresso
637,Natural,espresso,dark,beans,Panama,59.88,40,False,dark_espresso
638,Natural,espresso,dark,beans,Panama,87.6,90,False,dark_espresso
639,Natural,espresso,medium,beans,Chiny,27.0,100,True,medium_espresso
640,Pulped natural,espresso,medium,beans,Chiny,26.0,100,True,medium_espresso
641,Pulped natural,espresso,medium,beans,Chiny,23.8,100,True,medium_espresso
642,Pulped natural,espresso,medium,beans,Chiny,22.8,100,True,medium_espresso
643,Red Honey,espresso,medium,beans,Mixed origin,29.8,100,True,medium_espresso
644,Natural,espresso,medium,beans,Brazylia,22.4,100,True,medium_espresso
645,Natural,espresso,medium,beans,Brazylia,19.8,100,True,medium_espresso
646,Washed,espresso,dark,ground,Gwatemala,16.8,0,False,dark_espresso
647,Natural,espresso,dark,beans,Panama,18.0,50,False,dark_espresso
648,Washed,espresso,dark,ground,Gwatemala,15.2,100,True,dark_espresso
649,Red Honey,espresso,medium,ground,Burundi,13.6,100,True,medium_espresso
650,Washed,espresso,dark,ground,Gwatemala,13.6,0,False,dark_espresso
651,Pulped natural,espresso,dark,ground,Kenia,16.8,50,False,dark_espresso
652,Natural,espresso,dark,beans,Panama,18.0,50,False,dark_espresso
653,Natural,espresso,dark,beans,Panama,13.18,30,False,dark_espresso
654,Red Honey,espresso,dark,beans,Honduras,17.98,100,True,dark_espresso
655,Natural,espresso,dark,beans,Panama,15.98,60,False,dark_espresso
656,Pulped natural,espresso,dark,beans,Mjanma,17.18,75,False,dark_espresso
657,Natural,espresso,dark,beans,Panama,11.98,10,False,dark_espresso
658,Natural,espresso,medium,beans,Brazylia,32.0,100,True,medium_espresso
659,Pulped natural,espresso,medium,beans,Chiny,27.2,100,True,medium_espresso
660,Washed,espresso,medium,beans,Chiny,28.0,100,True,medium_espresso
661,Washed,espresso,medium,beans,Kolumbia,25.6,100,True,medium_espresso
662,Natural,espresso,medium,beans,Brazylia,20.4,100,True,medium_espresso
663,Natural,espresso,medium,beans,Brazylia,18.4,100,True,medium_espresso
664,Natural,espresso,medium,beans,Brazylia,21.6,100,True,medium_espresso
665,Natural,espresso,medium,beans,Brazylia,21.8,100,True,medium_espresso
666,Natural,espresso,medium,beans,Brazylia,20.0,100,True,medium_espresso
667,Natural,espresso,medium,beans,Brazylia,18.6,100,True,medium_espresso
668,Pulped natural,espresso,medium,beans,Brazylia,21.6,100,True,medium_espresso
669,Pulped natural,espresso,medium,beans,Brazylia,20.4,100,True,medium_espresso
670,Honey,espresso,medium,beans,Kostaryka,36.0,100,True,medium_espresso
671,Pulped natural,espresso,dark,beans,Mjanma,25.0,75,False,dark_espresso
672,Pulped natural,espresso,medium,beans,Brazil and others,25.6,100,True,medium_espresso
673,Pulped natural,espresso,medium,beans,Brazil and others,21.8,100,True,medium_espresso
674,Pulped natural,espresso,medium,beans,Brazil and others,24.0,100,True,medium_espresso
675,Washed,espresso,dark,beans,Gwatemala,27.2,100,True,dark_espresso
676,Natural,espresso,medium,beans,Uganda,28.0,100,True,medium_espresso
677,Pulped natural,espresso,medium,beans,Brazil and others,22.0,100,True,medium_espresso
678,Natural,espresso,medium,beans,Brazil and others,24.0,100,True,medium_espresso
679,Natural,espresso,medium,beans,Brazylia,26.0,100,True,medium_espresso
680,Natural,espresso,medium,beans,Brazylia,26.4,100,True,medium_espresso
681,Hybrid,espresso,medium,beans,Brazil and others,32.0,100,True,medium_espresso
682,Red Honey,espresso,medium,beans,Mixed origin,20.8,100,True,medium_espresso
683,Red Honey,espresso,medium,beans,Mixed origin,28.8,100,True,medium_espresso
684,Washed,espresso,medium,beans,Gwatemala,25.2,100,True,medium_espresso
685,Washed,espresso,medium,beans,Gwatemala,28.8,100,True,medium_espresso
686,Natural,espresso,medium,beans,Brazylia,20.8,100,True,medium_espresso
687,Natural,espresso,dark,beans,Brazylia,19.0,100,True,dark_espresso
688,Natural,espresso,dark,beans,Brazylia,20.8,100,True,dark_espresso
689,Washed,espresso,medium,beans,Gwatemala,24.0,100,True,medium_espresso
690,Washed,espresso,medium,beans,Gwatemala,26.4,100,True,medium_espresso
691,Washed,espresso,medium,ground,Gwatemala,26.4,100,True,medium_espresso
692,Red Honey,espresso,dark,beans,Brazil and others,20.0,100,True,dark_espresso
693,Red Honey,espresso,dark,beans,Brazil and others,22.4,100,True,dark_espresso
694,Red Honey,espresso,dark,beans,Honduras,19.78,100,True,dark_espresso
695,Natural,espresso,dark,beans,Panama,11.8,92,False,dark_espresso
696,Natural,espresso,dark,beans,Indie,9.98,80,False,dark_espresso
697,Washed,espresso,medium,beans,Gwatemala,40.0,100,True,medium_espresso
698,Natural,espresso,medium,beans,Gwatemala,33.6,100,True,medium_espresso
699,Natural,espresso,dark,beans,Panama,15.98,65,False,dark_espresso
700,Natural,espresso,dark,beans,Panama,12.9,35,False,dark_espresso
701,Natural,espresso,medium,beans,Brazylia,23.8,100,True,medium_espresso
702,Natural,espresso,medium,beans,Brazylia,24.0,100,True,medium_espresso
703,Natural,espresso,medium,beans,Brazylia,27.2,100,True,medium_espresso
704,Washed,espresso,medium,beans,Brazylia,23.8,100,True,medium_espresso
705,Washed,espresso,medium,beans,Brazylia,27.2,100,True,medium_espresso
706,Washed,espresso,medium,beans,Peru,39.2,100,True,medium_espresso
707,Washed,espresso,dark,ground,Gwatemala,14.32,100,True,dark_espresso
708,Red Honey,espresso,dark,beans,Honduras,13.56,100,True,dark_espresso
709,Washed,espresso,dark,ground,Gwatemala,12.72,100,True,dark_espresso
710,Red Honey,espresso,dark,beans,Honduras,16.0,100,True,dark_espresso
711,Red Honey,espresso,dark,beans,Honduras,13.6,100,True,dark_espresso
712,Red Honey,espresso,dark,beans,Brazylia,15.0,100,True,dark_espresso
713,Red Honey,espresso,dark,beans,Brazylia,13.98,70,False,dark_espresso
714,Washed,espresso,dark,beans,Kolumbia,15.0,100,True,dark_espresso
715,Pulped natural,espresso,dark,beans,Nikaragua,14.6,100,True,dark_espresso
716,Natural,espresso,dark,beans,Salwador,40.4,100,True,dark_espresso
717,Natural,espresso,dark,beans,Etiopia,38.0,100,True,dark_espresso
718,Red Honey,espresso,dark,beans,Etiopia,31.8,100,True,dark_espresso
719,Red Honey,espresso,dark,beans,Etiopia,39.2,100,True,dark_espresso
720,Washed,espresso,dark,beans,Kolumbia,37.6,100,True,dark_espresso
721,Washed,espresso,dark,beans,Kolumbia,36.0,100,True,dark_espresso
722,Washed,espresso,dark,beans,Peru,28.8,100,True,dark_espresso
723,Washed,espresso,dark,ground,Gwatemala,19.92,100,True,dark_espresso
724,Pulped natural,espresso,medium,beans,Chiny,21.8,100,True,medium_espresso
725,Natural,espresso,medium,beans,Brazylia,24.0,100,True,medium_espresso
726,Washed,espresso,medium,beans,Kolumbia,24.0,100,True,medium_espresso
727,Red Honey,espresso,dark,beans,Honduras,21.0,100,True,dark_espresso
728,Red Honey,espresso,dark,beans,Honduras,27.0,100,True,dark_espresso
729,Natural,espresso,medium,beans,Kostaryka,14.98,80,False,medium_espresso
730,Washed,espresso,medium,beans,Mixed origin,38.4,100,True,medium_espresso
731,Natural,espresso,medium,beans,Etiopia,56.0,100,True,medium_espresso
732,Natural,espresso,medium,beans,Etiopia,47.6,100,True,medium_espresso
733,Pulped natural,espresso,medium,beans,Brazil and others,30.0,100,True,medium_espresso
734,Washed,espresso,medium,beans,Kolumbia,35.2,100,True,medium_espresso
735,Pulped natural,espresso,medium,beans,Brazil and others,24.8,60,False,medium_espresso
736,Pulped natural,espresso,dark,beans,Brazylia,37.6,100,True,dark_espresso
737,Washed,espresso,medium,beans,Gwatemala,25.2,100,True,medium_espresso
738,Washed,espresso,medium,beans,Kolumbia,51.2,100,True,medium_espresso
739,Natural,espresso,medium,beans,Brazylia,23.2,100,True,medium_espresso
740,Washed,espresso,medium,beans,Kolumbia,23.2,100,True,medium_espresso
741,Washed,espresso,dark,ground,Gwatemala,135.2,100,True,dark_espresso
742,Natural,espresso,dark,beans,Laos,11.98,70,False,dark_espresso
743,Natural,espresso,dark,beans,Panama,14.4,60,False,dark_espresso
744,Washed,espresso,dark,ground,Gwatemala,13.6,30,False,dark_espresso
745,Red Honey,espresso,dark,ground,Kenia,23.2,70,False,dark_espresso
746,Natural,espresso,dark,beans,Laos,19.0,70,False,dark_espresso
747,Washed,espresso,dark,ground,Gwatemala,25.6,100,True,dark_espresso
748,Red Honey,espresso,dark,beans,Honduras,21.8,100,True,dark_espresso
749,Natural,espresso,medium,beans,Kostaryka,15.98,90,False,medium_espresso
750,Red Honey,espresso,medium,beans,Mixed origin,31.6,100,True,medium_espresso
751,Natural,espresso,medium,beans,Kolumbia,29.6,85,False,medium_espresso
752,Washed,espresso,dark,beans,Brazylia,23.92,100,True,dark_espresso
753,Washed,espresso,medium,beans,Gwatemala,44.0,100,True,medium_espresso
754,Pulped natural,espresso,medium,beans,Chiny,19.5,100,True,medium_espresso
755,Washed,espresso,medium,beans,Peru,30.0,100,True,medium_espresso
756,Natural,espresso,medium,beans,Kostaryka,15.96,60,False,medium_espresso
757,Natural,espresso,medium,beans,Kostaryka,19.96,80,False,medium_espresso
758,Natural,espresso,medium,beans,Brazil and others,29.8,100,True,medium_espresso
759,Red Honey,espresso,medium,ground,Burundi,15.92,100,True,medium_espresso
760,Pulped natural,espresso,medium,beans,Chiny,37.6,100,True,medium_espresso
761,Pulped natural,espresso,medium,beans,Brazil and others,37.6,100,True,medium_espresso
762,Red Honey,espresso,dark,beans,Honduras,25.2,100,True,dark_espresso
763,Red Honey,espresso,dark,beans,Honduras,25.6,100,True,dark_espresso
764,Red Honey,espresso,medium,beans,Mixed origin,16.0,100,True,medium_espresso
765,Pulped natural,espresso,medium,beans,Brazylia,19.62,100,True,medium_espresso
766,Pulped natural,espresso,medium,beans,Brazylia,19.2,100,True,medium_espresso
767,Washed,espresso,medium,beans,Kolumbia,14.25,100,True,medium_espresso
768,Natural,espresso,medium,beans,Etiopia,12.46,100,True,medium_espresso
769,Natural,espresso,medium,beans,Etiopia,17.0,100,True,medium_espresso
770,Washed,espresso,medium,beans,Etiopia,19.6,100,True,medium_espresso
771,Natural,espresso,medium,beans,Brazil and others,16.8,100,True,medium_espresso
772,Natural,espresso,medium,beans,Brazil and others,21.0,100,True,medium_espresso
773,Natural,espresso,medium,beans,Mixed origin,15.2,100,True,medium_espresso
774,Natural,espresso,medium,beans,Brazylia,19.8,100,True,medium_espresso
775,Natural,espresso,medium,beans,Brazylia,23.2,100,True,medium_espresso
776,Red Honey,espresso,medium,beans,Mixed origin,16.66,100,True,medium_espresso
777,Natural,espresso,medium,beans,Brazylia,20.64,100,True,medium_espresso
778,Natural,espresso,dark,beans,Panama,27.6,84,False,dark_espresso
779,Pulped natural,espresso,dark,ground,Kolumbia,17.6,95,False,dark_espresso
780,Pulped natural,espresso,dark,ground,Kolumbia,15.2,95,False,dark_espresso
781,Red Honey,espresso,dark,ground,Kenia,17.6,70,False,dark_espresso
782,Pulped natural,espresso,dark,ground,Brazil and others,15.12,80,False,dark_espresso
783,Pulped natural,espresso,medium,beans,Brazylia,15.0,100,True,medium_espresso
784,Pulped natural,espresso,medium,beans,Chiny,14.32,100,True,medium_espresso
785,Natural,espresso,dark,beans,Panama,11.0,40,False,dark_espresso
786,Natural,espresso,medium,beans,Kostaryka,11.0,30,False,medium_espresso
787,Pulped natural,espresso,medium,beans,Indonezja,15.0,100,True,medium_espresso
788,Natural,espresso,dark,beans,Laos,12.98,70,False,dark_espresso
789,Red Honey,espresso,dark,ground,Kostaryka,9.8,0,False,dark_espresso
790,Red Honey,espresso,dark,beans,Kostaryka,9.8,30,False,dark_espresso
791,Washed,espresso,dark,beans,Brazylia,23.92,100,True,dark_espresso
792,Natural,espresso,dark,beans,Etiopia,39.2,100,True,dark_espresso
793,Red Honey,espresso,dark,beans,Mixed origin,23.92,100,True,dark_espresso
794,Washed,espresso,dark,beans,Mixed origin,23.92,75,False,dark_espresso
795,Natural,espresso,dark,beans,Indie,17.98,80,False,dark_espresso
796,Natural,espresso,dark,beans,Panama,13.98,40,False,dark_espresso
797,Red Honey,espresso,dark,beans,Honduras,21.0,100,True,dark_espresso
798,Red Honey,espresso,dark,beans,Honduras,24.32,100,True,dark_espresso
799,Natural,espresso,medium,beans,Kostaryka,21.8,80,False,medium_espresso
800,Pulped natural,espresso,dark,ground,Demokratyczna Republika Konga,14.32,90,False,dark_espresso
801,Red Honey,espresso,dark,beans,Honduras,33.8,100,True,dark_espresso
802,Red Honey,espresso,dark,beans,Honduras,23.66,100,True,dark_espresso
803,Pulped natural,espresso,medium,beans,Brazil and others,20.8,100,True,medium_espresso
804,Natural,espresso,medium,beans,Brazylia,20.8,100,True,medium_espresso
805,Red Honey,espresso,dark,beans,Honduras,71.88,100,True,dark_espresso
806,Natural,espresso,dark,beans,Panama,74.29,60,False,dark_espresso
807,Experimental,espresso,medium,beans,Uganda,29.6,100,True,medium_espresso
808,Washed,espresso,dark,ground,Gwatemala,16.8,0,False,dark_espresso
809,Washed,espresso,dark,ground,Gwatemala,16.8,0,False,dark_espresso
810,Natural,espresso,medium,beans,Brazylia,20.0,100,True,medium_espresso
811,Pulped natural,espresso,dark,ground,Brazil and others,24.0,80,False,dark_espresso
812,Natural,espresso,medium,beans,Brazylia,32.8,100,True,medium_espresso
813,Natural,espresso,medium,beans,Brazylia,24.6,100,True,medium_espresso
814,Red Honey,espresso,dark,beans,Honduras,28.0,100,True,dark_espresso
815,Pulped natural,espresso,medium,beans,Brazil and others,22.2,100,True,medium_espresso
816,Red Honey,espresso,medium,beans,Mixed origin,20.16,100,True,medium_espresso
817,Natural,espresso,medium,beans,Gwatemala,35.2,100,True,medium_espresso
818,Pulped natural,espresso,medium,beans,Brazil and others,42.4,100,True,medium_espresso
819,Natural,espresso,dark,beans,Indie,14.76,80,False,dark_espresso
820,Natural,espresso,dark,beans,Panama,11.58,60,False,dark_espresso
821,Red Honey,espresso,dark,beans,Mixed origin,13.98,100,True,dark_espresso
822,Red Honey,espresso,dark,beans,Honduras,28.0,100,True,dark_espresso
823,Washed,espresso,dark,ground,Brazylia,28.8,100,True,dark_espresso
824,Red Honey,espresso,dark,beans,Brazil and others,24.8,78,False,dark_espresso
825,Pulped natural,espresso,dark,ground,Demokratyczna Republika Konga,27.2,85,False,dark_espresso
826,Washed,espresso,dark,ground,Brazylia,28.8,100,True,dark_espresso
827,Washed,espresso,dark,beans,Brazylia,26.8,100,True,dark_espresso
828,Red Honey,espresso,dark,beans,Brazil and others,23.8,100,True,dark_espresso
829,Red Honey,espresso,dark,beans,Brazil and others,28.0,100,True,dark_espresso
830,Washed,espresso,dark,ground,Peru,30.4,100,True,dark_espresso
831,Washed,espresso,dark,beans,Mixed origin,24.8,75,False,dark_espresso
832,Red Honey,espresso,dark,beans,Brazylia,28.0,100,True,dark_espresso
833,Washed,espresso,medium,beans,Burundi,46.4,100,True,medium_espresso
834,Washed,espresso,medium,beans,Kolumbia,45.6,100,True,medium_espresso
835,Anaerobic,espresso,medium,beans,Kolumbia,49.6,100,True,medium_espresso
836,Natural,espresso,medium,beans,Brazylia,18.0,100,True,medium_espresso
837,Pulped natural,espresso,dark,ground,Kenia,15.2,55,False,dark_espresso
838,Red Honey,espresso,medium,beans,Laos,34.4,0,False,medium_espresso
839,Pulped natural,espresso,medium,beans,Brazil and others,32.0,100,True,medium_espresso
840,Washed,espresso,medium,beans,Kolumbia,36.0,100,True,medium_espresso
841,Washed,espresso,medium,beans,Kolumbia,25.2,100,True,medium_espresso
842,Natural,espresso,medium,beans,Etiopia,39.2,100,True,medium_espresso
843,Natural,espresso,medium,beans,Brazylia,29.6,100,True,medium_espresso
844,Washed,espresso,medium,beans,Papua Nowa Gwinea,41.6,100,True,medium_espresso
845,Washed,espresso,medium,beans,Gwatemala,33.6,100,True,medium_espresso
846,Pulped natural,espresso,medium,beans,Brazil and others,18.0,100,True,medium_espresso
847,Natural,espresso,medium,beans,Brazylia,18.0,100,True,medium_espresso
848,Washed,espresso,medium,beans,Kolumbia,46.4,100,True,medium_espresso
849,Washed,espresso,medium,beans,Meksyk,50.4,100,True,medium_espresso
850,Natural,espresso,dark,beans,Panama,22.4,90,False,dark_espresso
851,Pulped natural,espresso,medium,beans,Chiny,23.92,100,True,medium_espresso
852,Natural,espresso,medium,beans,Kostaryka,20.72,80,False,medium_espresso
853,Natural,espresso,medium,beans,Kostaryka,19.98,80,False,medium_espresso
854,Washed,espresso,dark,ground,Gwatemala,20.72,100,True,dark_espresso
855,Washed,espresso,dark,ground,Gwatemala,15.92,100,True,dark_espresso
856,Pulped natural,"drip, espresso",light,beans,Italy,18.17,0,False,"light_drip, espresso"
857,Pulped natural,"drip, espresso",light,beans,Italy,16.5,0,False,"light_drip, espresso"
858,Pulped natural,"drip, espresso",light,beans,Italy,18.17,0,False,"light_drip, espresso"
859,Anaerobic,drip (alternative brewing methods),light,beans,Brazylia,45.6,100,True,light_drip (alternative brewing methods)
860,Washed,espresso,dark,ground,Gwatemala,23.92,100,True,dark_espresso
861,Natural,espresso,light,beans,Panama,39.0,40,False,light_espresso
862,Washed,"drip, espresso",light,beans,Gwatemala,73.33,100,True,"light_drip, espresso"
863,Natural,espresso,light,beans,Panama,50.0,40,False,light_espresso
864,Macerated Natural,drip (alternative brewing methods),light,beans,Nikaragua,36.0,100,True,light_drip (alternative brewing methods)
865,Washed,drip (alternative brewing methods),light,beans,Gwatemala,25.0,100,True,light_drip (alternative brewing methods)
866,Washed,drip (alternative brewing methods),light,beans,Gwatemala,29.6,100,True,light_drip (alternative brewing methods)
