idx,process,brewing method,roast,grind,origin,price_per_kg,arabica (%),Pure arabica,roast_brew
263,Washed,drip (alternative brewing methods),light,beans,Rwanda,43.0,100,True,light_drip (alternative brewing methods)
264,Natural,drip (alternative brewing methods),light,beans,Indonezja,31.5,100,True,light_drip (alternative brewing methods)
265,Natural,drip (alternative brewing methods),light,beans,Brazylia,39.2,100,True,light_drip (alternative brewing methods)
266,Natural,drip (alternative brewing methods),light,beans,Chiny,47.2,100,True,light_drip (alternative brewing methods)
267,Washed,drip (alternative brewing methods),light,beans,Etiopia,49.6,100,True,light_drip (alternative brewing methods)
268,Honey,drip (alternative brewing methods),light,beans,Burundi,39.2,100,True,light_drip (alternative brewing methods)
269,Washed,drip (alternative brewing methods),light,beans,Etiopia,40.8,100,True,light_drip (alternative brewing methods)
270,Washed,drip (alternative brewing methods),light,beans,Kenia,41.6,100,True,light_drip (alternative brewing methods)
271,Anaerobic,drip (alternative brewing methods),light,beans,Rwanda,40.8,100,True,light_drip (alternative brewing methods)
272,Natural,drip (alternative brewing methods),light,beans,Etiopia,40.0,100,True,light_drip (alternative brewing methods)
273,Washed,drip (alternative brewing methods),light,beans,Indie,27.2,0,False,light_drip (alternative brewing methods)
274,Washed,drip (alternative brewing methods),light,beans,Kostaryka,27.6,100,True,light_drip (alternative brewing methods)
275,Natural,drip (alternative brewing methods),light,beans,Meksyk,27.6,100,True,light_drip (alternative brewing methods)
276,Washed,drip (alternative brewing methods),light,beans,Nikaragua,36.8,100,True,light_drip (alternative brewing methods)
277,Natural,drip (alternative brewing methods),light,beans,Brazylia,28.8,100,True,light_drip (alternative brewing methods)
278,Washed,drip (alternative brewing methods),light,beans,Etiopia,28.0,100,True,light_drip (alternative brewing methods)
279,Washed,drip (alternative brewing methods),light,beans,Gwatemala,28.0,100,True,light_drip (alternative brewing methods)
280,Natural,drip (alternative brewing methods),light,beans,Etiopia,47.2,100,True,light_drip (alternative brewing methods)
281,Washed,drip (alternative brewing methods),light,beans,Kenia,46.4,100,True,light_drip (alternative brewing methods)
282,Natural,drip (alternative brewing methods),light,beans,Peru,47.2,100,True,light_drip (alternative brewing methods)
283,Washed,drip (alternative brewing methods),light,beans,Peru,45.6,100,True,light_drip (alternative brewing methods)
284,Washed,drip (alternative brewing methods),light,beans,Rwanda,45.6,100,True,light_drip (alternative brewing methods)
285,Natural,drip (alternative brewing methods),light,beans,Peru,35.4,100,True,light_drip (alternative brewing methods)
286,Washed,drip (alternative brewing methods),light,beans,Peru,34.2,100,True,light_drip (alternative brewing methods)
287,Washed,drip (alternative brewing methods),light,beans,Rwanda,34.2,100,True,light_drip (alternative brewing methods)
288,Natural,drip (alternative brewing methods),light,beans,Salwador,32.0,100,True,light_drip (alternative brewing methods)
289,Red Honey,drip (alternative brewing methods),light,beans,Salwador,31.2,100,True,light_drip (alternative brewing methods)
290,Honey,drip (alternative brewing methods),light,beans,Salwador,34.4,100,True,light_drip (alternative brewing methods)
291,Natural,drip (alternative brewing methods),light,beans,Etiopia,31.2,100,True,light_drip (alternative brewing methods)
292,Washed,drip (alternative brewing methods),light,beans,Gwatemala,49.6,100,True,light_drip (alternative brewing methods)
293,Washed,drip (alternative brewing methods),light,beans,Meksyk,25.6,100,True,light_drip (alternative brewing methods)
294,Natural,drip (alternative brewing methods),light,beans,Mjanma,33.6,100,True,light_drip (alternative brewing methods)
295,Natural,drip (alternative brewing methods),light,beans,Kostaryka,26.4,100,True,light_drip (alternative brewing methods)
296,Honey,drip (alternative brewing methods),light,beans,Salwador,25.8,100,True,light_drip (alternative brewing methods)
297,Natural,drip (alternative brewing methods),light,beans,Gwatemala,23.4,100,True,light_drip (alternative brewing methods)
298,Honey,drip (alternative brewing methods),light,beans,Honduras,25.2,100,True,light_drip (alternative brewing methods)
299,Natural,drip (alternative brewing methods),light,beans,Rwanda,39.33,100,True,light_drip (alternative brewing methods)
300,Natural,drip (alternative brewing methods),light,beans,Kolumbia,60.0,100,True,light_drip (alternative brewing methods)
301,Natural,drip (alternative brewing methods),light,beans,Kolumbia,39.0,100,True,light_drip (alternative brewing methods)
302,Natural,drip (alternative brewing methods),light,beans,Kostaryka,36.0,100,True,light_drip (alternative brewing methods)
303,Washed,drip (alternative brewing methods),light,beans,Rwanda,33.0,100,True,light_drip (alternative brewing methods)
304,Natural,drip (alternative brewing methods),light,beans,Etiopia,56.0,100,True,light_drip (alternative brewing methods)
305,Washed,drip (alternative brewing methods),light,beans,Kenia,65.6,100,True,light_drip (alternative brewing methods)
306,Natural,drip (alternative brewing methods),light,beans,Salwador,53.6,100,True,light_drip (alternative brewing methods)
307,Natural,drip (alternative brewing methods),light,beans,Etiopia,46.4,100,True,light_drip (alternative brewing methods)
308,Washed,drip (alternative brewing methods),light,beans,Kolumbia,37.12,100,True,light_drip (alternative brewing methods)
309,Natural,drip (alternative brewing methods),light,beans,Salwador,37.52,100,True,light_drip (alternative brewing methods)
310,Honey,drip (alternative brewing methods),light,beans,Brazylia,33.6,100,True,light_drip (alternative brewing methods)
311,Washed,drip (alternative brewing methods),light,beans,Demokratyczna Republika Konga,37.6,100,True,light_drip (alternative brewing methods)
312,Red Honey,drip (alternative brewing methods),light,beans,Etiopia,37.6,100,True,light_drip (alternative brewing methods)
313,Natural,drip (alternative brewing methods),light,beans,Etiopia,40.8,100,True,light_drip (alternative brewing methods)
314,Washed,drip (alternative brewing methods),light,beans,Kolumbia,40.0,100,True,light_drip (alternative brewing methods)
315,Natural,drip (alternative brewing methods),light,beans,Papua Nowa Gwinea,36.0,100,True,light_drip (alternative brewing methods)
316,Washed,drip (alternative brewing methods),light,beans,Tanzania,36.0,100,True,light_drip (alternative brewing methods)
317,Natural,drip (alternative brewing methods),light,beans,Honduras,26.4,100,True,light_drip (alternative brewing methods)
318,Pulped natural,drip (alternative brewing methods),light,beans,Brazylia,31.2,100,True,light_drip (alternative brewing methods)
319,Fermentation,drip (alternative brewing methods),light,beans,Brazylia,44.0,100,True,light_drip (alternative brewing methods)
320,Anaerobic,drip (alternative brewing methods),light,beans,Gwatemala,52.0,100,True,light_drip (alternative brewing methods)
321,Red Honey,drip (alternative brewing methods),light,beans,Honduras,42.4,100,True,light_drip (alternative brewing methods)
322,Washed,drip (alternative brewing methods),light,beans,Peru,23.2,100,True,light_drip (alternative brewing methods)
323,Washed,drip (alternative brewing methods),light,beans,Boliwia,37.96,100,True,light_drip (alternative brewing methods)
324,Natural,drip (alternative brewing methods),light,beans,Boliwia,54.4,100,True,light_drip (alternative brewing methods)
325,Washed,drip (alternative brewing methods),light,beans,Honduras,38.08,100,True,light_drip (alternative brewing methods)
326,Natural,drip (alternative brewing methods),light,beans,Kolumbia,35.84,100,True,light_drip (alternative brewing methods)
327,Washed,drip (alternative brewing methods),light,beans,Peru,33.6,100,True,light_drip (alternative brewing methods)
329,Washed,drip (alternative brewing methods),light,beans,Kenia,48.0,100,True,light_drip (alternative brewing methods)
330,Washed,drip (alternative brewing methods),light,beans,Kolumbia,33.6,100,True,light_drip (alternative brewing methods)
331,Washed,drip (alternative brewing methods),light,beans,Gwatemala,34.56,100,True,light_drip (alternative brewing methods)
332,Washed,drip (alternative brewing methods),light,beans,Gwatemala,48.0,100,True,light_drip (alternative brewing methods)
333,Macerated Natural,drip (alternative brewing methods),light,beans,Laos,60.0,100,True,light_drip (alternative brewing methods)
334,Honey,drip (alternative brewing methods),light,beans,Kostaryka,59.25,100,True,light_drip (alternative brewing methods)
335,Washed,drip (alternative brewing methods),light,beans,Peru,27.0,100,True,light_drip (alternative brewing methods)
336,Anaerobic,drip (alternative brewing methods),light,beans,Salwador,40.28,100,True,light_drip (alternative brewing methods)
337,Natural,drip (alternative brewing methods),light,beans,Meksyk,68.0,100,True,light_drip (alternative brewing methods)
338,Pulped natural,drip (alternative brewing methods),medium,beans,Brazil and others,24.8,100,True,medium_drip (alternative brewing methods)
339,Honey,drip (alternative brewing methods),light,beans,Brazylia,45.6,100,True,light_drip (alternative brewing methods)
340,Anaerobic,drip (alternative brewing methods),light,beans,Burundi,51.2,100,True,light_drip (alternative brewing methods)
341,Washed,drip (alternative brewing methods),light,beans,Salwador,54.4,100,True,light_drip (alternative brewing methods)
342,Washed,drip (alternative brewing methods),light,beans,Kostaryka,36.0,100,True,light_drip (alternative brewing methods)
343,Natural,drip (alternative brewing methods),light,beans,Etiopia,55.2,100,True,light_drip (alternative brewing methods)
344,Washed,drip (alternative brewing methods),light,beans,Gwatemala,38.0,100,True,light_drip (alternative brewing methods)
345,Fermentation,drip (alternative brewing methods),light,beans,Indonezja,62.0,100,True,light_drip (alternative brewing methods)
346,Carbonic Maceration,drip (alternative brewing methods),light,beans,Gwatemala,128.0,100,True,light_drip (alternative brewing methods)
347,Carbonic Maceration,drip (alternative brewing methods),light,beans,Gwatemala,128.0,100,True,light_drip (alternative brewing methods)
348,Washed,drip (alternative brewing methods),light,beans,Kolumbia,64.0,100,True,light_drip (alternative brewing methods)
349,Washed,drip (alternative brewing methods),light,beans,Kolumbia,80.0,100,True,light_drip (alternative brewing methods)
350,Natural,drip (alternative brewing methods),light,beans,Salwador,60.0,100,True,light_drip (alternative brewing methods)
351,Natural,drip (alternative brewing methods),light,beans,Panama,80.0,100,True,light_drip (alternative brewing methods)
352,Natural,drip (alternative brewing methods),light,beans,Kostaryka,65.6,100,True,light_drip (alternative brewing methods)
353,Aged,drip (alternative brewing methods),light,beans,Kolumbia,99.0,100,True,light_drip (alternative brewing methods)
354,Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,90.0,100,True,light_drip (alternative brewing methods)
355,Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,112.0,100,True,light_drip (alternative brewing methods)
356,Anaerobic,drip (alternative brewing methods),light,beans,Salwador,49.6,100,True,light_drip (alternative brewing methods)
357,Anaerobic,drip (alternative brewing methods),light,beans,Salwador,37.2,100,True,light_drip (alternative brewing methods)
358,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36.8,100,True,light_drip (alternative brewing methods)
359,Washed,drip (alternative brewing methods),light,beans,Rwanda,36.8,100,True,light_drip (alternative brewing methods)
360,Washed,drip (alternative brewing methods),light,beans,Tanzania,31.2,100,True,light_drip (alternative brewing methods)
361,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36.0,100,True,light_drip (alternative brewing methods)
362,Washed,drip (alternative brewing methods),light,beans,Rwanda,40.8,100,True,light_drip (alternative brewing methods)
363,Washed,drip (alternative brewing methods),light,beans,Gwatemala,25.2,100,True,light_drip (alternative brewing methods)
364,Washed,drip (alternative brewing methods),light,beans,Rwanda,28.56,100,True,light_drip (alternative brewing methods)
365,Washed,drip (alternative brewing methods),light,beans,Burundi,51.2,100,True,light_drip (alternative brewing methods)
366,Washed,drip (alternative brewing methods),light,beans,Kenia,52.8,100,True,light_drip (alternative brewing methods)
367,Natural,drip (alternative brewing methods),light,beans,Boliwia,55.2,100,True,light_drip (alternative brewing methods)
368,Washed,drip (alternative brewing methods),light,beans,Etiopia,52.8,100,True,light_drip (alternative brewing methods)
369,Washed,drip (alternative brewing methods),light,beans,Gwatemala,50.4,100,True,light_drip (alternative brewing methods)
370,Washed,drip (alternative brewing methods),light,beans,Kolumbia,52.8,100,True,light_drip (alternative brewing methods)
371,Washed,drip (alternative brewing methods),light,beans,Salwador,55.2,100,True,light_drip (alternative brewing methods)
372,Washed,drip (alternative brewing methods),light,beans,Etiopia,60.0,100,True,light_drip (alternative brewing methods)
373,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36.0,100,True,light_drip (alternative brewing methods)
374,Washed,drip (alternative brewing methods),light,beans,Gwatemala,36.0,100,True,light_drip (alternative brewing methods)
375,Washed,drip (alternative brewing methods),light,beans,Kenia,36.0,100,True,light_drip (alternative brewing methods)
376,Anaerobic,drip (alternative brewing methods),light,beans,Kolumbia,48.0,100,True,light_drip (alternative brewing methods)
377,Natural,drip (alternative brewing methods),light,beans,Etiopia,38.4,100,True,light_drip (alternative brewing methods)
378,Washed,drip (alternative brewing methods),light,beans,Kenia,40.0,100,True,light_drip (alternative brewing methods)
379,Natural,drip (alternative brewing methods),light,beans,Kostaryka,36.0,100,True,light_drip (alternative brewing methods)
380,Washed,drip (alternative brewing methods),light,beans,Etiopia,31.5,100,True,light_drip (alternative brewing methods)
382,Natural,drip (alternative brewing methods),light,beans,Brazylia,35.2,100,True,light_drip (alternative brewing methods)
383,Natural,"drip, espresso",dark,beans,Panama,29.6,100,True,"dark_drip, espresso"
384,Natural,"drip, espresso",medium,beans,Gwatemala,31.6,100,True,"medium_drip, espresso"
385,Pulped natural,"drip, espresso",medium,ground,Burundi,22.0,100,True,"medium_drip, espresso"
386,Natural,"drip, espresso",medium,beans,Etiopia,45.6,100,True,"medium_drip, espresso"
387,Pulped natural,"drip, espresso",medium,ground,Burundi,28.8,100,True,"medium_drip, espresso"
388,Pulped natural,"drip, espresso",medium,ground,Burundi,19.2,100,True,"medium_drip, espresso"
389,Natural,"drip, espresso",medium,beans,Gwatemala,19.2,100,True,"medium_drip, espresso"
390,Natural,"drip, espresso",medium,beans,Gwatemala,22.0,100,True,"medium_drip, espresso"
391,Washed,"drip, espresso",medium,beans,Honduras,36.0,100,True,"medium_drip, espresso"
392,Natural,"drip, espresso",light,beans,Brazylia,44.8,100,True,"light_drip, espresso"
393,Natural,"drip, espresso",medium,beans,Brazylia,44.8,100,True,"medium_drip, espresso"
394,Natural,"drip, espresso",medium,beans,Brazylia,38.4,100,True,"medium_drip, espresso"
395,Washed,"drip, espresso",medium,beans,Kolumbia,47.2,100,True,"medium_drip, espresso"
396,Washed,"drip, espresso",light,beans,Malawi,54.4,100,True,"light_drip, espresso"
397,Washed,"drip, espresso",light,beans,Rwanda,48.0,100,True,"light_drip, espresso"
398,Natural,"drip, espresso",medium,beans,Brazylia,49.6,100,True,"medium_drip, espresso"
399,Washed,"drip, espresso",medium,beans,Gwatemala,39.2,100,True,"medium_drip, espresso"
400,Natural,"drip, espresso",medium,beans,Brazylia,22.4,100,True,"medium_drip, espresso"
401,Washed,"drip, espresso",medium,beans,Gwatemala,25.6,100,True,"medium_drip, espresso"
402,Advanced,"drip, espresso",medium,beans,Indonezja,28.0,100,True,"medium_drip, espresso"
403,Washed,"drip, espresso",medium,beans,Meksyk,33.6,100,True,"medium_drip, espresso"
404,Washed,"drip, espresso",medium,beans,Kolumbia,40.8,100,True,"medium_drip, espresso"
405,Natural,"drip, espresso",medium,beans,Kolumbia,45.6,100,True,"medium_drip, espresso"
406,Washed,"drip, espresso",medium,beans,Etiopia,47.2,100,True,"medium_drip, espresso"
407,Natural,"drip, espresso",medium,beans,Rwanda,51.2,100,True,"medium_drip, espresso"
408,Macerated Natural,"drip, espresso",medium,beans,Gwatemala,52.8,100,True,"medium_drip, espresso"
409,Natural,"drip, espresso",medium,beans,Brazylia,52.0,100,True,"medium_drip, espresso"
410,Washed,"drip, espresso",light,beans,Burundi,66.4,100,True,"light_drip, espresso"
411,Washed,"drip, espresso",light,beans,Kolumbia,61.6,100,True,"light_drip, espresso"
412,Natural,"drip, espresso",light,beans,Brazylia,145.33,100,True,"light_drip, espresso"
413,Experimental,"drip, espresso",medium,beans,Salwador,68.0,100,True,"medium_drip, espresso"
414,Pulped natural,"drip, espresso",medium,beans,Brazylia,37.6,100,True,"medium_drip, espresso"
415,Washed,"drip, espresso",medium,beans,Kenia,50.4,100,True,"medium_drip, espresso"
416,Natural,"drip, espresso",medium,beans,Rwanda,51.2,100,True,"medium_drip, espresso"
417,Anaerobic,"drip, espresso",medium,beans,Kolumbia,104.3,100,True,"medium_drip, espresso"
418,Natural,"drip, espresso",dark,beans,Panama,29.96,100,True,"dark_drip, espresso"
419,Natural,"drip, espresso",medium,beans,Gwatemala,29.6,100,True,"medium_drip, espresso"
420,Natural,"drip, espresso",medium,beans,Gwatemala,17.8,100,True,"medium_drip, espresso"
421,Washed,"drip, espresso",medium,beans,Honduras,47.2,100,True,"medium_drip, espresso"
422,Washed,"drip, espresso",medium,beans,Honduras,28.8,100,True,"medium_drip, espresso"
423,Washed,"drip, espresso",medium,beans,Etiopia,48.0,100,True,"medium_drip, espresso"
424,Washed,"drip, espresso",medium,beans,Kolumbia,45.6,100,True,"medium_drip, espresso"
425,Natural,"drip, espresso",medium,beans,Kostaryka,59.2,100,True,"medium_drip, espresso"
426,Yellow Honey,"drip, espresso",medium,beans,Kostaryka,59.2,100,True,"medium_drip, espresso"
427,Natural,"drip, espresso",light,beans,Etiopia,64.5,100,True,"light_drip, espresso"
428,Red Honey,"drip, espresso",medium,beans,Mixed origin,35.2,100,True,"medium_drip, espresso"
429,Black Honey,"drip, espresso",medium,beans,Gwatemala,43.2,100,True,"medium_drip, espresso"
430,Natural,"drip, espresso",medium,beans,Brazylia,25.6,100,True,"medium_drip, espresso"
431,Washed,"drip, espresso",medium,beans,Kolumbia,21.6,100,True,"medium_drip, espresso"
432,Washed,"drip, espresso",medium,beans,Gwatemala,19.2,100,True,"medium_drip, espresso"
433,Washed,"drip, espresso",light,beans,Kenia,48.0,100,True,"light_drip, espresso"
434,Anaerobic,"drip, espresso",medium,beans,Brazylia,41.6,100,True,"medium_drip, espresso"
435,Washed,"drip, espresso",medium,beans,Kolumbia,49.6,100,True,"medium_drip, espresso"
436,Natural,"drip, espresso",medium,beans,Kolumbia,46.4,100,True,"medium_drip, espresso"
437,Washed,"drip, espresso",medium,beans,Nikaragua,42.12,100,True,"medium_drip, espresso"
438,Washed,"drip, espresso",medium,beans,Burundi,53.6,100,True,"medium_drip, espresso"
439,Natural,"drip, espresso",medium,beans,Brazylia,39.2,100,True,"medium_drip, espresso"
440,Honey,"drip, espresso",medium,beans,Gwatemala,49.6,100,True,"medium_drip, espresso"
441,Natural,"drip, espresso",medium,beans,Gwatemala,58.4,100,True,"medium_drip, espresso"
442,Washed,"drip, espresso",medium,beans,Kenia,56.0,100,True,"medium_drip, espresso"
443,Washed,"drip, espresso",medium,beans,Rwanda,49.6,100,True,"medium_drip, espresso"
444,Honey,"drip, espresso",medium,beans,Indonezja,45.6,100,True,"medium_drip, espresso"
445,Washed,"drip, espresso",medium,beans,Etiopia,65.6,100,True,"medium_drip, espresso"
446,Natural,"drip, espresso",medium,beans,Etiopia,78.4,100,True,"medium_drip, espresso"
447,Anaerobic,"drip, espresso",medium,beans,Kolumbia,149.0,100,True,"medium_drip, espresso"
448,Hybrid,"drip, espresso",medium,beans,Kolumbia,64.0,100,True,"medium_drip, espresso"
449,Black Honey,"drip, espresso",medium,beans,Salwador,46.4,100,True,"medium_drip, espresso"
450,Natural,"drip, espresso",medium,beans,Salwador,59.0,100,True,"medium_drip, espresso"
451,Washed,"drip, espresso",medium,beans,Etiopia,36.8,100,True,"medium_drip, espresso"
452,Black Honey,"drip, espresso",medium,beans,Salwador,34.8,100,True,"medium_drip, espresso"
453,Fermentation,"drip, espresso",medium,beans,Brazylia,40.0,100,True,"medium_drip, espresso"
454,Natural,"drip, espresso",medium,beans,Rwanda,33.6,100,True,"medium_drip, espresso"
455,Natural,espresso,medium,beans,Uganda,27.8,100,True,medium_espresso
456,Natural,espresso,medium,beans,Uganda,34.4,100,True,medium_espresso
457,Pulped natural,espresso,medium,beans,Chiny,31.6,100,True,medium_espresso
458,Red Honey,espresso,medium,beans,Italy,19.8,85,False,medium_espresso
459,Red Honey,espresso,medium,beans,Italy,25.6,85,False,medium_espresso
460,Pulped natural,espresso,medium,beans,Chiny,26.0,100,True,medium_espresso
461,Natural,espresso,medium,beans,Kostaryka,15.8,50,False,medium_espresso
462,Natural,espresso,medium,beans,Italy,19.8,75,False,medium_espresso
463,Natural,espresso,medium,beans,Italy,25.52,75,False,medium_espresso
464,Pulped natural,espresso,medium,beans,Chiny,25.0,100,True,medium_espresso
465,Pulped natural,espresso,medium,beans,Chiny,28.8,100,True,medium_espresso
466,Washed,espresso,medium,beans,Peru,30.0,100,True,medium_espresso
467,Red Honey,espresso,medium,ground,Burundi,28.0,100,True,medium_espresso
468,Pulped natural,espresso,medium,beans,Chiny,21.8,100,True,medium_espresso
469,Washed,espresso,medium,beans,Italy,23.2,100,True,medium_espresso
470,Natural,espresso,medium,beans,Brazylia,24.0,100,True,medium_espresso
471,Washed,espresso,medium,beans,Chiny,24.0,100,True,medium_espresso
472,Washed,espresso,medium,beans,Chiny,24.8,100,True,medium_espresso
473,Washed,espresso,medium,beans,Peru,31.6,100,True,medium_espresso
474,Washed,espresso,medium,beans,Peru,40.0,100,True,medium_espresso
475,Natural,espresso,medium,beans,Brazylia,20.8,100,True,medium_espresso
476,Red Honey,espresso,dark,beans,Honduras,18.4,100,True,dark_espresso
477,Pulped natural,espresso,medium,beans,Indonezja,19.68,100,True,medium_espresso
478,Red Honey,espresso,dark,beans,Honduras,23.12,100,True,dark_espresso
479,Red Honey,espresso,dark,beans,Honduras,23.92,100,True,dark_espresso
480,Red Honey,espresso,dark,beans,Honduras,17.8,100,True,dark_espresso
481,Natural,espresso,medium,beans,Kostaryka,27.6,60,False,medium_espresso
482,Pulped natural,espresso,medium,beans,Brazil and others,32.0,100,True,medium_espresso
483,Natural,espresso,dark,beans,Indie,12.98,80,False,dark_espresso
484,Red Honey,espresso,dark,beans,Honduras,15.98,100,True,dark_espresso
485,Natural,espresso,medium,beans,Brazylia,21.8,100,True,medium_espresso
486,Natural,espresso,medium,beans,Brazylia,22.4,100,True,medium_espresso
487,Natural,espresso,medium,beans,Brazylia,25.8,100,True,medium_espresso
488,Natural,espresso,medium,beans,Brazylia,28.0,100,True,medium_espresso
489,Natural,espresso,medium,beans,Brazil and others,29.6,100,True,medium_espresso
490,Red Honey,espresso,dark,beans,Italy,19.98,100,True,dark_espresso
491,Red Honey,espresso,dark,beans,Honduras,17.98,100,True,dark_espresso
492,Washed,espresso,medium,beans,Mixed origin,37.6,100,True,medium_espresso
493,Natural,espresso,dark,beans,Panama,18.4,60,False,dark_espresso
494,Natural,espresso,medium,beans,Brazylia,25.6,100,True,medium_espresso
495,Washed,espresso,medium,beans,Gwatemala,26.0,100,True,medium_espresso
496,Washed,espresso,medium,beans,Gwatemala,28.0,100,True,medium_espresso
497,Washed,espresso,medium,beans,Gwatemala,20.8,100,True,medium_espresso
498,Red Honey,espresso,dark,ground,Brazylia,15.96,100,True,dark_espresso
499,Pulped natural,espresso,dark,ground,Brazil and others,28.0,80,False,dark_espresso
500,Red Honey,espresso,dark,beans,Honduras,23.8,100,True,dark_espresso
501,Pulped natural,espresso,dark,beans,Mjanma,13.8,75,False,dark_espresso
502,Pulped natural,espresso,dark,beans,Mjanma,11.8,75,False,dark_espresso
503,Pulped natural,espresso,dark,beans,Mjanma,14.0,75,False,dark_espresso
504,Natural,espresso,dark,beans,Panama,22.0,90,False,dark_espresso
505,Washed,espresso,dark,ground,Gwatemala,15.2,100,True,dark_espresso
506,Red Honey,espresso,dark,beans,Honduras,25.0,100,True,dark_espresso
507,Red Honey,espresso,dark,beans,Honduras,22.8,100,True,dark_espresso
508,Red Honey,espresso,dark,beans,Honduras,23.6,100,True,dark_espresso
509,Red Honey,espresso,medium,beans,Mixed origin,17.8,100,True,medium_espresso
510,Red Honey,espresso,medium,beans,Mixed origin,20.0,100,True,medium_espresso
511,Pulped natural,espresso,medium,beans,Brazylia,21.8,100,True,medium_espresso
512,Pulped natural,espresso,medium,beans,Brazylia,25.6,100,True,medium_espresso
513,Washed,espresso,medium,beans,Kolumbia,19.0,100,True,medium_espresso
514,Washed,espresso,medium,beans,Kolumbia,21.6,100,True,medium_espresso
515,Natural,espresso,medium,beans,Etiopia,17.8,100,True,medium_espresso
516,Natural,espresso,medium,beans,Etiopia,20.0,100,True,medium_espresso
517,Washed,espresso,medium,beans,Etiopia,24.0,100,True,medium_espresso
518,Washed,espresso,medium,beans,Etiopia,28.0,100,True,medium_espresso
519,Natural,espresso,medium,beans,Brazil and others,24.0,100,True,medium_espresso
520,Natural,espresso,medium,beans,Brazil and others,28.0,100,True,medium_espresso
521,Natural,espresso,medium,beans,Mixed origin,19.0,100,True,medium_espresso
522,Natural,espresso,medium,beans,Brazil and others,21.6,100,True,medium_espresso
523,Natural,espresso,dark,beans,Mixed origin,19.0,100,True,dark_espresso
524,Natural,espresso,dark,beans,Mixed origin,21.6,100,True,dark_espresso
525,Natural,espresso,medium,beans,Brazil and others,17.28,100,True,medium_espresso
526,Pulped natural,espresso,medium,beans,Chiny,31.8,100,True,medium_espresso
527,Red Honey,espresso,dark,beans,Brazil and others,29.8,100,True,dark_espresso
528,Red Honey,espresso,dark,beans,Brazil and others,31.2,100,True,dark_espresso
529,Pulped natural,espresso,medium,beans,Brazylia,25.0,100,True,medium_espresso
530,Pulped natural,espresso,medium,beans,Brazylia,31.2,100,True,medium_espresso
531,Natural,espresso,medium,ground,Brazylia,31.2,100,True,medium_espresso
532,Natural,espresso,medium,beans,Brazylia,19.8,100,True,medium_espresso
533,Natural,espresso,medium,beans,Brazylia,22.4,100,True,medium_espresso
534,Red Honey,espresso,dark,beans,Brazil and others,17.6,80,False,dark_espresso
535,Red Honey,espresso,dark,beans,Brazil and others,19.2,80,False,dark_espresso
536,Red Honey,espresso,dark,beans,Brazil and others,18.4,80,False,dark_espresso
537,Red Honey,espresso,medium,beans,Mixed origin,23.8,100,True,medium_espresso
538,Red Honey,espresso,medium,beans,Mixed origin,25.6,100,True,medium_espresso
539,Red Honey,espresso,medium,beans,Mixed origin,24.8,100,True,medium_espresso
540,Natural,espresso,medium,beans,Brazylia,19.0,100,True,medium_espresso
541,Natural,espresso,medium,beans,Brazylia,20.4,100,True,medium_espresso
542,Natural,espresso,medium,beans,Brazylia,25.8,100,True,medium_espresso
543,Natural,espresso,medium,beans,Brazylia,28.8,100,True,medium_espresso
544,Washed,espresso,medium,beans,Gwatemala,25.2,100,True,medium_espresso
545,Hybrid,espresso,medium,beans,Etiopia,31.0,100,True,medium_espresso
546,Hybrid,espresso,medium,beans,Etiopia,33.6,100,True,medium_espresso
547,Pulped natural,espresso,medium,beans,Brazil and others,23.6,100,True,medium_espresso
548,Pulped natural,espresso,medium,beans,Brazil and others,25.6,100,True,medium_espresso
549,Pulped natural,espresso,medium,beans,Brazil and others,24.0,100,True,medium_espresso
550,Washed,espresso,medium,beans,Gwatemala,45.24,100,True,medium_espresso
551,Red Honey,espresso,dark,beans,Brazylia,23.2,100,True,dark_espresso
552,Washed,espresso,dark,beans,Kolumbia,28.0,100,True,dark_espresso
553,Red Honey,espresso,dark,beans,Etiopia,23.92,100,True,dark_espresso
554,Washed,espresso,dark,beans,Gwatemala,23.92,100,True,dark_espresso
555,Washed,espresso,dark,ground,Gwatemala,23.12,100,True,dark_espresso
556,Washed,espresso,dark,ground,Gwatemala,23.12,100,True,dark_espresso
557,Washed,espresso,dark,ground,Gwatemala,23.92,100,True,dark_espresso
558,Red Honey,espresso,dark,beans,Honduras,23.92,100,True,dark_espresso
559,Washed,espresso,dark,ground,Gwatemala,23.92,100,True,dark_espresso
560,Red Honey,espresso,dark,beans,Honduras,23.12,100,True,dark_espresso
561,Natural,espresso,dark,beans,Panama,22.32,92,False,dark_espresso
562,Natural,espresso,dark,beans,Panama,17.8,92,False,dark_espresso
563,Natural,espresso,dark,beans,Panama,19.18,90,False,dark_espresso
564,Washed,espresso,dark,ground,Gwatemala,15.92,100,True,dark_espresso
565,Washed,espresso,dark,ground,Gwatemala,14.32,100,True,dark_espresso
566,Red Honey,espresso,dark,beans,Honduras,12.98,100,True,dark_espresso
567,Red Honey,espresso,dark,beans,Honduras,14.32,100,True,dark_espresso
568,Pulped natural,espresso,dark,ground,Kenia,11.92,50,False,dark_espresso
569,Natural,espresso,dark,beans,Panama,10.98,50,False,dark_espresso
570,Natural,espresso,dark,beans,Panama,11.92,50,False,dark_espresso
